,y_test,prediction
1255,1541.9928,3780.40625
3570,1298.31,2178.3125
224,2406.867,2404.3125
5716,2324.9736,3063.6875
7279,2501.4106,3055.96875
1845,189.0872,-301.8125
8470,1551.3139999999999,2508.71875
660,113.8518,666.96875
4157,2141.2128,2859.625
713,1267.6832,3296.65625
4252,774.9912,3053.34375
4886,1018.674,1739.8125
2070,181.0976,1467.21875
3925,2936.178,2245.875
8304,1917.504,2616.5
3510,348.8792,877.65625
444,3401.5722,3777.25
7678,2876.256,1644.9375
914,2311.6576,2311.4375
3552,5195.2374,4581.0625
2407,71.9064,-1139.28125
3234,7503.566,3851.53125
3030,651.8182,1009.1875
2359,897.4984,3388.15625
7359,3900.9222,1923.8125
3464,1414.1592,3642.8125
1563,1898.8616,1075.0
326,994.7052,2579.34375
3037,894.8352,1073.21875
1140,1637.868,1780.375
5336,3089.9778,3923.125
834,5443.5808,3046.6875
4135,3605.3070000000002,2905.125
4864,4029.4216,1986.75
5281,6021.4952,4060.9375
3771,862.8768,1596.5625
4063,1722.4246,3719.9375
7280,1743.0644,1603.46875
2796,171.7764,-578.8125
980,3547.3824,2320.6875
7947,1556.6404,3521.4375
2401,370.1848,905.53125
7364,3894.93,2495.625
8522,765.67,1100.59375
1509,3078.6592,2895.78125
2891,6114.7072,3292.53125
2587,4517.4529999999995,2777.25
4976,3630.6074,3031.0625
7274,1627.881,1772.90625
7283,3848.324,3382.25
4662,2342.9502,1717.375
8434,4332.3606,2407.28125
3284,428.7752,1564.96875
7971,1267.6832,1295.78125
593,587.2356,636.25
226,2956.152,2005.0625
4140,534.6374,798.28125
7050,3628.61,2199.625
1363,6165.9738,5088.625
4764,2756.4120000000003,2937.0
7136,2496.75,1333.71875
533,3299.7048,2531.46875
5332,101.2016,-217.875
4095,986.7156,2494.03125
7858,188.4214,1151.875
6983,357.5346,139.4375
2385,4101.3279999999995,1502.21875
5246,1245.046,1785.8125
5532,2609.936,1397.375
7235,627.1836,1720.96875
8245,7549.5062,4182.4375
1499,2577.9776,2607.25
6707,4681.9056,3164.15625
5810,1039.9796,792.125
7478,788.9730000000001,2152.25
2290,2227.101,2088.125
6569,7105.4176,3873.625
685,5954.2494,4332.28125
1837,2759.0752,2878.96875
3932,1145.1760000000002,636.875
6329,1351.5739999999998,1584.8125
4196,852.2239999999999,1721.28125
3100,109.1912,-105.34375
5483,524.6504,1744.0
1156,708.4112,1657.9375
4941,162.4552,-516.21875
3212,181.0976,571.25
6694,1105.228,1823.0
6055,3504.1054,2873.1875
4410,6636.6944,5174.21875
2667,1724.422,684.25
8140,623.1888,699.3125
6425,463.3968,748.28125
8180,3174.5344,3320.46875
6611,223.7088,-783.59375
7155,1581.9408,1411.25
8190,1304.968,2825.03125
5413,6474.2392,3942.90625
5964,988.0472,2335.4375
7202,4225.1668,3498.15625
7760,176.437,911.4375
1813,3681.8740000000003,4128.46875
2377,5141.3076,3148.21875
5010,2596.62,1624.3125
4536,652.484,748.5
7873,103.199,-42.21875
8241,73.238,-381.0625
3850,1464.76,2362.8125
1986,1402.1748,2349.75
1590,435.4332,1616.53125
687,121.8414,192.15625
979,1277.0044,2563.4375
2516,7590.12,3027.8125
6381,575.2512,1554.78125
8102,1789.6704,1996.21875
8340,5296.439,2338.875
2303,5660.6316,3470.21875
6875,311.5944,484.6875
5511,4656.6052,2860.65625
1413,1304.968,1469.4375
2817,243.6828,786.1875
3260,942.7728,2479.5625
7320,3535.3979999999997,3115.4375
6098,2804.3496,3567.90625
2122,717.0666,1933.4375
5495,777.6544,669.96875
5879,4595.3516,3915.78125
8231,2693.8268,2518.5625
3595,5331.7264,3631.40625
409,3195.84,3695.625
930,743.0328,1047.0
3743,1677.1502,2611.3125
2805,3302.368,2646.5625
4759,1304.968,2465.40625
949,2133.2232,2793.34375
7001,3799.0548,3383.75
2990,1230.3984,2485.28125
6890,1537.9979999999998,2430.40625
32,3068.0064,3756.78125
983,1223.0746,1429.53125
1765,3547.3824,5232.75
1888,2984.1156,1839.34375
6074,1583.9382,1981.3125
7367,4068.7038,2723.40625
6925,3047.3666,3543.78125
3402,2580.6408,2239.53125
311,527.3136,1018.59375
6631,442.75699999999995,-410.9375
1282,1480.0734,2703.71875
65,184.4266,1067.34375
7577,2163.1842,1829.15625
5867,439.42800000000005,1472.46875
2267,3338.987,3150.1875
3623,2972.1312,2297.6875
4855,3934.8779999999997,4285.90625
7099,1823.6262,2657.96875
6816,2395.5484,2554.75
4230,3369.6138,2768.53125
2847,1669.8264,1416.375
3090,2541.3586,3582.03125
6500,1970.7679999999998,1655.34375
5858,1369.5506,2035.34375
5829,2687.8346,3556.34375
4459,4427.57,2901.875
3955,2931.5174,2353.28125
2930,2820.9946,2401.0
7262,4380.964,3553.75
514,729.051,793.78125
3551,2352.9372,979.96875
5189,2700.4848,3246.40625
4631,3083.9856,5579.0
1060,5390.3168,2669.75
3439,1757.7120000000002,1252.53125
6616,2111.9176,2545.4375
3270,1150.5024,2252.125
1277,874.8612,831.65625
7120,567.2616,1240.875
3954,2693.8268,3001.5625
700,1298.31,2161.21875
1467,6064.1064,4441.34375
176,1010.6844,1443.96875
536,2210.456,3452.40625
3735,1162.4868,2790.5625
6276,3884.9429999999998,4146.5
2175,755.0172,2281.625
5631,441.4254,638.5
347,3307.6944,2907.9375
1615,3511.4292,3196.8125
2664,291.6204,752.59375
2090,564.5984,686.59375
2975,2025.3636,3566.46875
4304,865.54,485.6875
5486,3946.8624,2679.375
4612,527.3136,2275.96875
4874,498.0184,2113.6875
3449,1964.7758,2462.4375
1480,1188.453,2602.5625
3705,1235.059,2796.8125
3833,1957.4520000000002,3016.78125
4842,3036.048,2022.4375
7751,1263.6884,1302.84375
1917,2253.0672,2033.375
7062,2475.4444,2893.03125
29,125.8362,-1070.8125
7401,1640.5312,1100.03125
2262,1922.8304,1555.59375
8266,269.649,817.3125
8373,2051.9956,2905.78125
6269,4436.8912,3867.90625
6420,6056.1168,3997.09375
2579,1584.604,1704.03125
2092,151.8024,466.90625
6441,1341.5870000000002,1722.96875
3754,2886.243,2734.125
7631,495.3552,773.9375
1326,3358.2952,4019.90625
6032,1511.366,2370.90625
7487,4065.3748,3092.78125
4136,262.991,2340.84375
1526,1258.362,1489.875
5053,2940.1728,2694.71875
202,1701.7848,2264.75
1578,372.848,267.03125
6535,4165.2448,2979.40625
1425,251.6724,540.8125
6377,587.2356,1703.28125
4576,1955.4546,2877.6875
6063,419.454,805.1875
4152,5274.4676,2442.4375
771,1687.1372,3417.96875
3611,2004.058,2259.78125
8281,2366.919,4155.6875
5917,1709.1086,1684.875
6884,5816.4288,3608.625
8513,595.2252,1639.40625
5611,4233.1564,4043.71875
210,133.16,431.28125
3291,2770.3938,2430.75
5772,1895.5326,2353.9375
1150,3038.7112,1758.1875
2764,1737.7379999999998,2368.3125
4273,1733.0774,1330.75
2009,1556.6404,4994.34375
7502,1318.2839999999999,2116.0
1645,3057.3536,2688.59375
2923,2428.8384,2260.1875
7386,369.519,219.6875
6396,4287.752,2722.84375
4974,1104.5622,2199.5625
6123,1810.976,2930.9375
5380,2768.3964,3888.5
1143,1593.9252,1807.1875
5787,3866.9664,1798.8125
5258,2299.6732,1708.0625
3125,2603.278,2489.40625
7212,3436.1938,4214.25
895,527.3136,4116.5625
4962,5834.4054,3968.4375
8347,3072.667,3740.53125
3601,2527.3768,1453.28125
5314,750.3566,1612.09375
1161,509.337,791.90625
1573,4660.6,3716.125
2476,2332.2974,2661.375
1893,661.1394,3195.03125
1961,4119.3046,4264.4375
4086,1038.6480000000001,2149.34375
2031,2556.672,2612.03125
4492,2436.828,2015.03125
4269,4266.4464,3694.0
7431,3691.1952,2814.8125
378,3251.1014,2678.78125
2577,846.8976,1900.3125
7173,1662.5026,2411.625
2124,215.7192,29.46875
2111,4633.968,3706.59375
4398,2503.408,2608.8125
4944,2175.8344,1817.96875
2108,4729.8432,2907.53125
308,1039.9796,1447.65625
7555,2045.3376,4025.75
1712,3340.3186,1892.0625
3156,1725.7536,3308.0
3935,551.2824,1051.15625
2101,1808.9786,2607.875
7735,4577.375,4440.3125
4606,4660.6,3641.53125
7876,2137.8838,2674.3125
4041,517.3266,993.75
214,324.9104,717.3125
2797,1496.7184,2866.90625
3875,1906.8512,1880.65625
6455,1458.102,1600.5625
70,3435.528,2738.34375
7544,4847.024,3778.0
5333,4042.7376,2616.375
2088,101.2016,-1038.0625
6582,767.0016,879.0
8483,1612.5676,2156.5
2065,467.3916,1761.53125
3618,918.804,2235.1875
5869,2994.7684,3398.0625
1687,649.8208,988.5625
4149,1725.7536,1094.75
7369,950.7624,1233.125
2470,555.2772,1144.46875
6847,3537.3954,2760.125
2308,640.4996,883.21875
2071,210.3928,1643.28125
865,2157.192,1903.71875
4337,1323.6104,2249.625
6400,155.7972,-935.34375
3916,1023.3346,637.75
6755,1318.2839999999999,1528.28125
613,177.7686,1003.90625
467,2067.3089999999997,1440.3125
4579,1504.0422,2724.8125
7958,3307.6944,2539.65625
802,331.5684,919.84375
8106,549.9508,620.125
2620,149.805,525.46875
7081,392.82199999999995,1233.90625
3523,545.956,1497.9375
8060,143.8128,459.5625
2500,3057.3536,3129.21875
4074,4207.856,4074.78125
5649,1021.3372,2078.90625
4231,2348.9424,3126.03125
3335,2821.6604,3590.25
6952,139.81799999999998,376.53125
3065,1705.1138,2166.875
7397,2587.9646,2856.75
6239,656.4788,621.375
7945,185.7582,1083.0
3327,2013.3792,1813.0625
1455,5887.6694,4009.15625
7895,5100.028,3661.84375
4732,968.7389999999999,1074.5625
456,9158.079,5537.03125
4674,351.5424,834.25
8379,2372.9112,3139.40625
23,214.3876,-168.0
5420,3179.195,3452.125
527,323.5788,620.9375
7408,6157.3184,4364.28125
479,2205.1296,2925.875
4968,432.77,1577.9375
6898,1151.8339999999998,3578.1875
2350,197.7426,1288.96875
4284,549.285,1086.375
5712,4247.804,2956.71875
2446,585.904,1983.875
3075,6093.4016,3621.875
3663,774.9912,1102.5625
7029,882.8508,789.21875
51,850.8924,2151.59375
3728,2281.6966,1645.3125
3698,209.727,713.25
4127,299.61,1345.4375
489,37.9506,-1234.8125
2630,3113.2808,3518.71875
3319,2614.5966,1883.3125
3681,1518.024,1050.78125
3209,642.497,2162.5625
8043,283.6308,315.625
2828,905.488,3719.71875
7636,575.2512,724.40625
4540,5303.097,4486.5625
3697,2529.3742,1405.125
3619,1808.9786,2729.65625
5143,337.5606,1816.03125
1652,498.0184,722.125
6393,1070.6064,2912.3125
2768,934.7832,963.15625
7162,2061.3168,2832.96875
2194,2579.975,1716.84375
4626,3149.2340000000004,2372.96875
1089,1006.6896,1441.6875
5914,2343.616,1857.0
6342,4587.362,2791.96875
7023,5020.1320000000005,2965.34375
6583,1669.8264,2309.3125
7626,144.4786,388.09375
3759,3006.087,2322.1875
3725,4781.7756,2835.6875
4869,2055.9904,2062.15625
1960,5350.3688,2979.09375
3440,127.1678,127.28125
6609,1829.6184,1970.8125
5038,4795.0916,3025.3125
6855,135.8232,-1075.71875
2917,1941.4728,1683.125
6918,1962.7784,2918.6875
4676,7741.9224,3770.53125
4637,372.848,-291.6875
148,529.311,2782.65625
1800,719.064,1049.09375
7921,888.8430000000001,1095.71875
6459,1767.6989999999998,3175.09375
4752,756.3488,902.46875
8314,4853.682,2571.75
3726,4821.7236,3801.21875
8037,1977.4260000000002,2920.1875
6623,1609.9044,1828.125
2265,1209.7586,3012.78125
5164,3263.7516,3430.125
978,762.341,546.6875
3287,1416.8224,2881.6875
1607,419.454,765.53125
6338,4442.2176,2540.25
4963,1422.1488,1916.3125
3039,105.8622,-1083.25
1515,1245.046,1693.375
3538,857.5504,675.3125
773,2746.425,1322.03125
891,1043.9744,830.5625
6247,4399.6064,2291.84375
4428,575.2512,478.40625
3651,2763.07,1501.59375
6961,2356.9320000000002,2485.25
2095,1231.73,2023.6875
3559,199.74,416.03125
3088,1686.4714,1304.46875
4624,1534.0032,2436.71875
7053,3219.8088,1887.53125
3351,2886.243,2905.375
6532,3600.6464,3494.28125
8123,3150.5656,3246.0
1891,1068.609,3432.59375
7197,2247.7408,2432.375
1870,1685.8056,2285.25
5766,243.6828,242.84375
6504,153.134,611.8125
3554,1050.6324,2868.34375
7724,1491.392,2991.25
3862,1691.7978,2713.96875
4084,2543.356,4015.59375
3481,1821.6288,2320.1875
3524,2388.8904,1632.0625
880,1174.4712,1177.21875
1726,1761.7068,1900.46875
1127,6872.3876,5718.84375
2875,467.3916,695.0
2983,4910.275,2791.5
1513,4006.7844,1954.5
1585,1102.5648,1503.9375
878,1054.6272,1490.21875
6085,401.4774,680.0
6753,4229.1616,4273.6875
5667,2530.04,1923.75
7771,2388.8904,2604.15625
3348,418.1224,1461.90625
5880,171.7764,886.75
2232,3123.9336,2918.625
1290,4189.2136,3100.125
283,2277.036,2357.4375
4441,1286.3256,1374.21875
1014,1614.565,2489.25
3514,1113.2176,1365.96875
8177,1869.5664,3649.53125
6999,2094.6068,2416.3125
4257,190.4188,-264.09375
1766,3125.9309999999996,3242.34375
5731,1342.2528,2684.78125
7222,589.2330000000001,3145.0625
2708,4460.1942,3257.03125
675,3896.2616,2913.75
6433,2354.2688,2377.4375
768,1657.842,1838.75
8178,4013.4424,2888.4375
3956,3214.4824,4686.9375
4807,1874.8928,4002.375
1292,3327.6684,2533.0
4340,1006.6896,796.90625
2623,1164.4842,1753.5625
5450,858.882,906.6875
6222,1282.3308,2161.75
3895,183.7608,-655.1875
6234,531.3084,321.375
6345,292.952,606.375
4513,1090.5804,1386.59375
1343,2021.3688,3004.21875
917,4655.2736,3871.40625
5754,1944.136,1427.46875
1237,1379.5376,2917.125
2554,1941.4728,3398.9375
1690,1294.3152,2465.71875
2641,4354.332,4873.375
4341,690.4346,705.0
2860,4863.0032,3477.15625
3026,838.908,1703.375
85,2479.4392,2908.125
4601,3695.19,5255.65625
7726,4637.9628,3461.625
4539,1406.1696,1902.53125
8414,2263.72,2071.75
2716,4224.501,2444.8125
7546,4277.765,2788.90625
502,527.3136,2268.75
6908,5564.7564,4104.90625
7437,1004.0264,2633.5
7252,4161.25,4040.75
4484,1901.5248,2402.5625
7251,2163.1842,3781.34375
8447,7588.1226,4160.375
5211,2153.1972,2402.9375
3656,2749.7540000000004,3052.46875
8444,482.0392,3339.34375
864,932.12,1518.4375
8005,1910.846,3024.75
1742,1426.1436,2498.375
170,2120.573,2619.6875
4404,1927.491,2113.0625
464,4466.1864,2455.53125
3223,2873.5928,3261.65625
2397,1884.8798,1657.75
557,1747.725,2824.65625
8491,4809.7392,3321.84375
470,3448.844,3874.125
6359,3010.7476,2881.03125
874,619.194,789.84375
5301,906.8196,3854.3125
3709,8063.5038,5337.46875
2340,129.83100000000002,-818.1875
3856,2014.045,2949.125
5352,2586.633,3425.9375
2723,5901.6512,4374.25
3783,4074.696,2814.09375
8511,4207.856,3794.5
31,2741.7644,1376.5625
5212,1310.2944,2268.71875
3683,3528.74,2788.5625
2059,1826.9552,3857.21875
7327,2684.5056,2309.6875
6200,1057.9562,2417.21875
418,844.2344,3396.75
2730,2470.118,3884.125
6196,343.5528,977.78125
5166,2106.5912,2502.28125
984,2182.4924,2925.375
4070,2117.244,2789.4375
1855,262.3252,435.5625
7716,1797.66,2040.03125
6650,1086.5856,1031.59375
4943,352.874,870.0
800,1108.557,2111.34375
6405,1191.782,1953.125
1388,2087.283,1910.0
3953,3994.8,2444.4375
5384,4012.7766,2985.875
2029,1347.5792,1164.5
1448,2647.2208,2729.9375
5831,3029.39,2027.34375
5190,4026.7584,3577.4375
6230,2846.295,1927.3125
8197,973.3996,1035.5
7498,433.4358,474.71875
5738,1078.596,2297.71875
5453,179.766,920.6875
4202,322.913,995.90625
5467,3972.8286,2364.09375
3359,463.3968,907.65625
4026,322.2472,670.21875
6349,3332.329,4097.9375
2784,3487.4604,2037.03125
3101,978.7260000000001,1770.09375
287,559.2719999999999,413.75
3277,5753.8436,4671.40625
5644,1612.5676,3582.125
6093,3823.0236,3337.9375
7068,2410.196,1934.28125
912,2665.8632,1829.15625
1746,404.8064,888.375
2951,2423.512,2670.1875
5799,7425.0016,4358.625
1854,113.186,-73.4375
6969,331.5684,896.375
3055,572.5880000000001,385.59375
5565,3555.3720000000003,3808.84375
5970,2308.9944,3227.4375
8285,1604.578,2611.40625
559,1966.7732,2361.09375
138,535.3032,1545.03125
6901,2988.1104,3982.875
8143,2348.9424,2159.4375
137,1314.2892,1039.78125
6749,1926.1594,2765.3125
4947,296.281,876.0
5237,4725.8484,3460.59375
7595,6431.628000000001,4444.6875
3302,894.8352,1108.375
5568,2492.7552,3006.96875
8062,2073.3012,1918.5625
7902,5257.1568,3276.53125
4737,1896.1984,1910.4375
2242,984.7182,1962.03125
5510,1597.92,2583.0
863,1707.777,1802.15625
6648,1159.8236,1529.96875
760,5163.9448,2853.75
6088,5946.9256,3419.28125
6851,1278.336,1459.875
2703,966.7416,1499.25
5412,3705.8428,2769.75
1940,796.2968,3151.25
2873,1657.842,1954.21875
1985,1705.7796,3567.90625
7236,7939.665,4192.90625
3063,3110.6176,3018.28125
8172,2396.88,2590.125
5441,1695.1268,1120.875
1751,6404.996,3842.78125
6780,4566.7222,3799.125
4397,3466.1548,2928.40625
900,143.14700000000002,427.65625
2724,511.3344,652.875
393,916.1408,1732.3125
2707,539.298,888.71875
2735,2656.542,3006.0
3864,1733.7432,2453.25
7059,155.1314,633.6875
3429,3418.883,4130.71875
5031,527.3136,868.1875
831,5976.2208,3985.6875
908,657.8104,812.375
3987,1342.2528,1363.28125
420,291.6204,-279.84375
2570,3643.2576,3071.5625
4218,1850.924,2794.03125
5658,1272.3438,1262.34375
5525,830.9184,1287.46875
194,5070.7328,4300.34375
290,569.259,1704.6875
4713,602.549,1570.75
5856,3488.1262,1811.65625
4045,3089.312,3144.21875
3426,2535.3664,2640.5625
6073,2326.971,2470.09375
6351,1800.3232,3639.125
5971,808.947,865.28125
4665,2432.8332,2784.28125
7308,1428.141,2136.0625
7617,2625.9152,2945.84375
963,2157.192,1219.90625
7309,193.082,-235.5
5117,2892.901,3765.4375
5953,3383.5956,1630.21875
5857,3515.4240000000004,2943.53125
2049,1328.271,2738.46875
4655,94.5436,-1005.75
6674,125.8362,64.8125
4958,5359.69,3649.84375
7077,736.3748,893.0
2212,2942.836,1688.03125
6554,3775.086,2917.625
2851,466.06,1501.65625
159,2471.4496,2444.96875
3152,885.5139999999999,2214.0625
7350,3950.1914,3663.75
2400,2336.958,2855.875
1912,860.2136,851.625
3614,1488.7288,1850.09375
6682,2199.1374,3374.78125
4411,1779.6834,2547.46875
6534,1821.6288,1915.875
6468,282.2992,1992.09375
2311,231.6984,1166.4375
4456,785.6439999999999,621.8125
3353,628.5152,369.8125
9,4710.535,3018.0625
5417,2045.3376,2834.375
1139,2399.5432,3752.8125
4472,365.5242,43.625
2884,3020.0688,3466.6875
1314,739.038,1179.65625
3345,857.5504,1743.0
227,153.134,588.25
7240,916.1408,1003.5
3904,2446.815,2667.875
3586,99.87,572.28125
8209,3075.9959999999996,1662.40625
634,2370.248,1878.9375
8346,1596.5884,2536.5625
7927,4837.7028,3702.4375
747,2041.3428,2371.28125
8468,467.3916,1306.875
191,4745.8224,4262.09375
6672,2993.4368,3050.78125
6601,319.584,1699.375
1421,2375.5744,2409.0
1461,3914.9040000000005,2931.8125
530,1960.781,1674.34375
5861,3364.9532,2788.46875
4291,517.3266,769.125
7924,276.9728,750.75
7112,1278.336,2649.59375
1460,4247.804,3367.625
7205,3004.0896,2074.78125
7890,2554.0088,1412.40625
291,3866.9664,4186.90625
3197,3981.4840000000004,4682.28125
8488,2756.4120000000003,4353.0
4348,2048.6666,1645.5625
1352,2356.9320000000002,1877.3125
2529,5972.226,5042.1875
1710,6769.8544,4861.75
2635,5470.8786,4059.25
4578,1384.864,1750.75
3363,3572.0170000000003,3593.75
6804,1597.92,2393.375
4222,3200.5006,4148.28125
6472,3202.498,3791.6875
4644,3235.788,1566.40625
6179,555.2772,966.90625
1861,2885.5772,3977.0625
3598,218.3824,-1017.0625
1523,5478.2024,5424.40625
6404,4508.1318,3461.75
5820,1090.5804,776.1875
48,2576.646,978.03125
4583,743.0328,1976.8125
3791,968.7389999999999,3070.875
3635,759.012,2145.59375
321,4950.8888,3554.65625
4724,3044.7034,2845.25
1819,1012.0160000000001,2054.28125
6306,1017.3424,2124.59375
2306,3169.208,3054.0
2355,4653.942,2458.21875
4630,1151.1682,616.65625
1946,3448.844,2799.25
7712,1241.0512,2574.5625
5377,985.3839999999999,1621.03125
2455,3506.7686,2579.625
6888,203.7348,256.03125
7579,1388.8588,1775.625
6224,761.0094,1421.9375
4430,2684.5056,1823.78125
8256,1358.2320000000002,2444.96875
8086,3825.6868,3728.4375
5357,5327.0658,3647.0625
840,1406.1696,1501.8125
8078,5145.3024,3623.65625
6528,412.796,-553.03125
6475,2277.036,1646.0
3013,735.709,1070.6875
667,1325.6078,1898.21875
6193,3475.4759999999997,3085.59375
1380,1575.2828,1756.875
4677,1186.4556,1881.34375
4993,331.5684,1179.5625
7957,894.8352,2301.1875
3553,731.0484,1983.34375
3943,3327.6684,2715.375
1469,2863.6058,2714.25
2436,908.817,2161.75
3814,2649.884,4232.96875
1216,1303.6364,1814.40625
4031,221.7114,-615.5
5056,1805.6496,1278.40625
8108,1731.08,1356.21875
5007,2302.3364,1995.5
3114,459.402,1785.84375
3615,460.7336,3638.1875
4003,1810.976,2096.53125
5668,2530.04,3884.875
2252,283.6308,485.78125
5814,283.6308,1593.1875
1748,2406.867,2650.5625
133,101.2016,-211.84375
1785,3171.8712,3850.6875
1238,3559.3668,3194.96875
8240,882.185,602.6875
7789,838.908,736.25
5548,2956.152,2976.28125
1957,3067.3406,2940.78125
1453,3731.809,3237.5
2182,1113.2176,1629.71875
8081,1872.2296,1289.84375
7416,185.0924,-392.53125
5682,1701.7848,2919.65625
4651,2048.6666,2014.375
3682,2556.672,3386.25
8303,5313.7498,3584.96875
1398,5191.2426,3560.1875
8185,1084.5882,1960.53125
4016,596.5568,527.25
2078,1022.6688,991.78125
124,866.8716,1095.5
6202,1549.9824,3111.3125
2826,995.3710000000001,3192.65625
2044,805.618,657.15625
3136,3858.9768,2924.1875
4162,2992.7709999999997,1680.65625
4389,89.883,-434.9375
1868,1244.3802,2815.0
3657,2739.1012,1889.875
2738,1861.5768,2409.0
5679,2596.62,3083.75
7271,1298.31,2282.9375
8505,2117.244,3065.3125
5191,1301.639,1216.46875
6811,75.9012,-337.6875
3733,569.259,4303.3125
6958,466.06,395.8125
5186,2799.6890000000003,1644.125
976,474.0496,46.59375
4749,908.1512,1370.34375
2916,2536.698,2789.46875
5020,619.8598,1437.1875
2149,1537.9979999999998,1290.9375
7226,579.246,1648.25
7980,171.7764,-353.6875
185,1012.0160000000001,1366.28125
843,2896.23,1699.59375
1815,1977.4260000000002,3127.65625
3908,1304.968,1492.15625
5045,593.2278,3152.3125
5695,1436.7964,1172.28125
7193,2037.348,1755.125
3872,2556.672,2812.59375
8206,360.8636,1041.21875
1051,1810.976,3141.75
4812,91.8804,-1018.28125
4721,1145.1760000000002,2323.25
6365,1677.816,1799.96875
6208,183.7608,-436.09375
3435,5069.4012,3031.46875
3071,3691.1952,2799.40625
4382,889.5088,1599.8125
2164,910.8144,2107.5625
5526,329.57099999999997,21.3125
5344,135.8232,-1249.0625
7995,4037.4112,3710.25
5651,1340.2554,1907.6875
2272,1478.076,797.3125
2846,492.69199999999995,3532.3125
475,1193.1136,1310.5625
5537,690.4346,689.21875
8403,3984.1472,2539.40625
6030,2390.8878,1883.25
7948,2848.2924,2303.90625
4586,2053.3272,2725.40625
8171,222.3772,1871.25
597,5770.4886,3350.8125
3432,88.5514,-462.96875
4141,5000.8238,4058.0625
8458,452.744,1763.78125
1246,1619.2256,1632.875
3220,2530.7058,1883.625
1387,1989.4104,1950.8125
2938,798.96,1646.40625
1167,1737.7379999999998,1577.25
6810,3589.9936,3422.90625
6470,4152.5946,3101.625
3200,2040.0112,3989.59375
1995,732.38,705.78125
5983,1627.881,1810.71875
6328,1310.2944,1761.21875
6610,758.3462,818.71875
153,898.83,1858.3125
4706,4306.3944,3093.53125
8218,3825.6868,2477.34375
1761,2841.6344,2150.75
3701,1970.7679999999998,1445.875
275,7298.4996,4167.3125
4991,8508.924,3843.21875
143,2676.5159999999996,2830.9375
5743,4807.076,3974.96875
6701,1298.31,1616.8125
3431,679.1160000000001,1060.03125
5876,219.71400000000003,38.65625
7560,7322.4684,3008.375
7983,2552.6772,2204.78125
5984,143.8128,834.375
2717,4063.3774,3854.28125
4880,335.5632,600.90625
3164,455.4072,1790.34375
7306,1062.6168,640.1875
4390,683.1108,1774.46875
7985,2916.204,2436.9375
7611,1290.9862,2586.65625
272,1929.4884,1374.84375
2648,6306.4576,4582.90625
875,2808.3444,2314.34375
3098,9467.676,5645.6875
1926,2167.8448,3091.03125
6798,175.7712,-327.40625
4166,1904.1879999999999,1525.75
7025,6076.0908,3807.125
5114,351.5424,812.40625
6339,976.7286,1736.28125
2243,2037.348,3675.0
3662,3621.2862,2603.0625
2406,3243.7776,1861.0625
8228,1813.6392,2436.65625
2460,2187.153,2231.34375
6467,2603.278,2521.5
7332,431.4384,607.34375
7225,4194.54,3253.40625
7809,1342.2528,1803.21875
6204,677.1186,1774.4375
5430,1576.6144,3140.46875
3563,801.6232,925.84375
6596,1705.1138,2235.15625
1433,843.5686,1938.375
6153,2067.3089999999997,2869.15625
751,3435.528,2739.9375
6051,5779.144,3822.09375
1916,2181.1608,1673.90625
3652,2940.1728,2921.1875
8243,2362.9242,2841.40625
1008,1334.2632,1702.21875
3617,591.2304,807.90625
2393,1168.479,974.65625
472,8114.7704,4412.5
5094,894.8352,783.875
4838,509.337,1812.90625
4774,2283.0282,3964.625
2036,1911.5118,2746.4375
2545,739.038,1924.65625
8280,4326.3684,3492.15625
4945,1403.5064,1273.125
3169,1488.7288,1529.5
4500,1332.2658,988.71875
2017,756.3488,1400.25
7710,255.6672,369.9375
3885,343.5528,941.71875
439,3600.6464,3374.5
263,5359.69,3708.9375
7319,3316.3498,3116.125
5092,229.701,-633.71875
7321,1651.184,2673.59375
893,729.051,2336.9375
1479,4492.8184,2243.0625
1129,174.4396,-437.4375
7379,555.2772,1085.5625
6809,4731.1748,4020.46875
8270,1937.4779999999998,2750.59375
2971,1757.7120000000002,1343.65625
2402,3756.4436,3800.8125
2247,5105.3544,2990.59375
121,2085.9514,2414.53125
818,322.2472,1303.09375
4700,2759.0752,2833.21875
4448,181.0976,760.53125
4346,9251.9568,5513.34375
1906,4916.933,3690.53125
7097,3635.268,2283.0625
6318,253.00400000000002,507.5
5768,2708.4744,2505.34375
1457,2826.321,3107.5625
6580,3803.0496,2438.34375
4658,543.2928,757.6875
7592,6066.7696,4273.84375
8191,1286.3256,879.625
2150,1687.1372,1960.6875
496,2348.9424,3032.0625
7422,868.8689999999999,1526.625
2646,3282.3940000000002,1684.625
735,1751.0539999999999,2820.75
7360,2748.4224,3659.6875
2456,3560.6984,1668.09375
4799,454.0756,806.46875
5566,986.7156,923.90625
5988,2217.114,3525.9375
6143,787.6414,1809.4375
2608,1949.4624,1961.875
6023,1492.0578,860.28125
3192,387.4956,1213.375
812,3617.9572,2541.4375
5806,622.523,2044.8125
1775,2748.4224,2430.5625
146,6301.1312,3433.1875
3669,1312.9576,1259.0
206,780.9834,776.90625
1294,5382.993,4035.8125
3719,1038.6480000000001,1522.65625
2103,5768.4912,3821.5
2876,885.5139999999999,1082.40625
3699,415.4592,993.1875
5358,4288.4178,3591.09375
4762,2024.0320000000002,1691.90625
6266,89.2172,-1145.65625
3689,671.1264,2143.125
8382,3103.9596,2258.625
2670,1611.236,2617.03125
240,6795.1548,3917.71875
